"id","lat","lon","date","daily_river_discharge"
3,23.8,90.37,2020-07-06,2.71
3,23.8,90.37,2020-07-07,2.98
3,23.8,90.37,2020-07-08,3.72
3,23.8,90.37,2020-07-09,4.13
3,23.8,90.37,2020-07-10,4.66
3,23.8,90.37,2020-07-11,6.66
3,23.8,90.37,2020-07-12,5.46
3,23.8,90.37,2020-07-13,4
3,23.8,90.37,2020-07-14,3.4
3,23.8,90.37,2020-07-15,2.94
3,23.8,90.37,2020-07-16,2.34
3,23.8,90.37,2020-07-17,2.58
3,23.8,90.37,2020-07-18,2.39
3,23.8,90.37,2020-07-19,2.85
3,23.8,90.37,2020-07-20,4.24
3,23.8,90.37,2020-07-21,5.5
3,23.8,90.37,2020-07-22,6.35
3,23.8,90.37,2020-07-23,4.19
3,23.8,90.37,2020-07-24,3.07
3,23.8,90.37,2020-07-25,2.4
3,23.8,90.37,2020-07-26,2.08
3,23.8,90.37,2020-07-27,2.69
3,23.8,90.37,2020-07-28,4.05
3,23.8,90.37,2020-07-29,3.33
3,23.8,90.37,2020-07-30,2.58
3,23.8,90.37,2020-07-31,2.18
3,23.8,90.37,2020-08-01,1.97
3,23.8,90.37,2020-08-02,2.87
3,23.8,90.37,2020-08-03,3.59
3,23.8,90.37,2020-08-04,5.03
3,23.8,90.37,2020-08-05,4.42
3,23.8,90.37,2020-08-06,3.41
3,23.8,90.37,2020-08-07,2.71
3,23.8,90.37,2020-08-08,2.24
3,23.8,90.37,2020-08-09,2.03
3,23.8,90.37,2020-08-10,1.89
3,23.8,90.37,2020-08-11,2.03
3,23.8,90.37,2020-08-12,2.27
3,23.8,90.37,2020-08-13,2.03
3,23.8,90.37,2020-08-14,1.88
3,23.8,90.37,2020-08-15,1.89
3,23.8,90.37,2020-08-16,2.13
3,23.8,90.37,2020-08-17,2.18
3,23.8,90.37,2020-08-18,2.33
3,23.8,90.37,2020-08-19,3.21
3,23.8,90.37,2020-08-20,3.67
3,23.8,90.37,2020-08-21,4.96
3,23.8,90.37,2020-08-22,4.62
3,23.8,90.37,2020-08-23,3.75
3,23.8,90.37,2020-08-24,2.82
3,23.8,90.37,2020-08-25,2.48
3,23.8,90.37,2020-08-26,3.4
3,23.8,90.37,2020-08-27,2.7
3,23.8,90.37,2020-08-28,2.34
3,23.8,90.37,2020-08-29,2.07
3,23.8,90.37,2020-08-30,2.06
3,23.8,90.37,2020-08-31,3.43
3,23.8,90.37,2020-09-01,3.14
3,23.8,90.37,2020-09-02,2.48
3,23.8,90.37,2020-09-03,2.03
3,23.8,90.37,2020-09-04,1.81
3,23.8,90.37,2020-09-05,1.68
3,23.8,90.37,2020-09-06,1.61
3,23.8,90.37,2020-09-07,1.94
3,23.8,90.37,2020-09-08,2.28
3,23.8,90.37,2020-09-09,3.24
3,23.8,90.37,2020-09-10,3.75
3,23.8,90.37,2020-09-11,2.73
3,23.8,90.37,2020-09-12,2.22
3,23.8,90.37,2020-09-13,2.25
3,23.8,90.37,2020-09-14,2.18
3,23.8,90.37,2020-09-15,2.78
3,23.8,90.37,2020-09-16,2.68
3,23.8,90.37,2020-09-17,2.56
3,23.8,90.37,2020-09-18,2.1
3,23.8,90.37,2020-09-19,1.79
3,23.8,90.37,2020-09-20,1.67
3,23.8,90.37,2020-09-21,2.7
3,23.8,90.37,2020-09-22,2.98
3,23.8,90.37,2020-09-23,4.21
3,23.8,90.37,2020-09-24,4.71
3,23.8,90.37,2020-09-25,3.52
3,23.8,90.37,2020-09-26,3.98
3,23.8,90.37,2020-09-27,3.55
3,23.8,90.37,2020-09-28,2.52
3,23.8,90.37,2020-09-29,2.35
3,23.8,90.37,2020-09-30,2.91
3,23.8,90.37,2020-10-01,2.5
3,23.8,90.37,2020-10-02,2.06
3,23.8,90.37,2020-10-03,1.89
3,23.8,90.37,2020-10-04,1.81
3,23.8,90.37,2020-10-05,2.2
3,23.8,90.37,2020-10-06,2.37
3,23.8,90.37,2020-10-07,2.3
3,23.8,90.37,2020-10-08,1.9
3,23.8,90.37,2020-10-09,1.65
3,23.8,90.37,2020-10-10,1.74
3,23.8,90.37,2020-10-11,1.67
3,23.8,90.37,2020-10-12,1.69
3,23.8,90.37,2020-10-13,1.57
3,23.8,90.37,2020-10-14,1.65
3,23.8,90.37,2020-10-15,1.55
3,23.8,90.37,2020-10-16,1.44
3,23.8,90.37,2020-10-17,1.38
3,23.8,90.37,2020-10-18,1.55
3,23.8,90.37,2020-10-19,1.62
3,23.8,90.37,2020-10-20,1.74
3,23.8,90.37,2020-10-21,1.94
3,23.8,90.37,2020-10-22,5.92
3,23.8,90.37,2020-10-23,12.06
3,23.8,90.37,2020-10-24,5.67
3,23.8,90.37,2020-10-25,2.94
3,23.8,90.37,2020-10-26,2.13
3,23.8,90.37,2020-10-27,1.8
3,23.8,90.37,2020-10-28,1.62
3,23.8,90.37,2020-10-29,1.53
3,23.8,90.37,2020-10-30,1.47
3,23.8,90.37,2020-10-31,1.67
3,23.8,90.37,2020-11-01,1.82
3,23.8,90.37,2020-11-02,1.63
3,23.8,90.37,2020-11-03,1.5
3,23.8,90.37,2020-11-04,1.4
3,23.8,90.37,2020-11-05,1.34
3,23.8,90.37,2020-11-06,1.3
3,23.8,90.37,2020-11-07,1.26
3,23.8,90.37,2020-11-08,1.24
3,23.8,90.37,2020-11-09,1.22
3,23.8,90.37,2020-11-10,1.2
3,23.8,90.37,2020-11-11,1.18
3,23.8,90.37,2020-11-12,1.16
3,23.8,90.37,2020-11-13,1.16
3,23.8,90.37,2020-11-14,1.14
3,23.8,90.37,2020-11-15,1.12
3,23.8,90.37,2020-11-16,1.12
3,23.8,90.37,2020-11-17,1.1
3,23.8,90.37,2020-11-18,1.09
3,23.8,90.37,2020-11-19,1.08
3,23.8,90.37,2020-11-20,1.08
3,23.8,90.37,2020-11-21,1.32
3,23.8,90.37,2020-11-22,1.28
3,23.8,90.37,2020-11-23,1.19
3,23.8,90.37,2020-11-24,1.12
3,23.8,90.37,2020-11-25,1.09
3,23.8,90.37,2020-11-26,1.06
3,23.8,90.37,2020-11-27,1.05
3,23.8,90.37,2020-11-28,1.03
3,23.8,90.37,2020-11-29,1.01
3,23.8,90.37,2020-11-30,1
3,23.8,90.37,2020-12-01,0.85
3,23.8,90.37,2020-12-02,0.78
3,23.8,90.37,2020-12-03,0.77
3,23.8,90.37,2020-12-04,0.77
3,23.8,90.37,2020-12-05,0.76
3,23.8,90.37,2020-12-06,0.75
3,23.8,90.37,2020-12-07,0.74
3,23.8,90.37,2020-12-08,0.73
3,23.8,90.37,2020-12-09,0.73
3,23.8,90.37,2020-12-10,0.72
3,23.8,90.37,2020-12-11,0.71
3,23.8,90.37,2020-12-12,0.71
3,23.8,90.37,2020-12-13,0.7
3,23.8,90.37,2020-12-14,0.69
3,23.8,90.37,2020-12-15,0.69
3,23.8,90.37,2020-12-16,0.69
3,23.8,90.37,2020-12-17,0.69
3,23.8,90.37,2020-12-18,0.67
3,23.8,90.37,2020-12-19,0.67
3,23.8,90.37,2020-12-20,0.67
3,23.8,90.37,2020-12-21,0.67
3,23.8,90.37,2020-12-22,0.66
3,23.8,90.37,2020-12-23,0.66
3,23.8,90.37,2020-12-24,0.66
3,23.8,90.37,2020-12-25,0.66
3,23.8,90.37,2020-12-26,0.66
3,23.8,90.37,2020-12-27,0.66
3,23.8,90.37,2020-12-28,0.66
3,23.8,90.37,2020-12-29,0.66
3,23.8,90.37,2020-12-30,0.66
3,23.8,90.37,2020-12-31,0.66
3,23.8,90.37,2021-01-01,0.67
3,23.8,90.37,2021-01-02,0.67
3,23.8,90.37,2021-01-03,0.67
3,23.8,90.37,2021-01-04,0.67
3,23.8,90.37,2021-01-05,0.67
3,23.8,90.37,2021-01-06,0.67
3,23.8,90.37,2021-01-07,0.67
3,23.8,90.37,2021-01-08,0.67
3,23.8,90.37,2021-01-09,0.67
3,23.8,90.37,2021-01-10,0.67
3,23.8,90.37,2021-01-11,0.67
3,23.8,90.37,2021-01-12,0.67
3,23.8,90.37,2021-01-13,0.67
3,23.8,90.37,2021-01-14,0.67
3,23.8,90.37,2021-01-15,0.67
3,23.8,90.37,2021-01-16,0.67
3,23.8,90.37,2021-01-17,0.67
3,23.8,90.37,2021-01-18,0.67
3,23.8,90.37,2021-01-19,0.67
3,23.8,90.37,2021-01-20,0.77
3,23.8,90.37,2021-01-21,0.77
3,23.8,90.37,2021-01-22,0.73
3,23.8,90.37,2021-01-23,0.72
3,23.8,90.37,2021-01-24,0.7
3,23.8,90.37,2021-01-25,0.69
3,23.8,90.37,2021-01-26,0.69
3,23.8,90.37,2021-01-27,0.67
3,23.8,90.37,2021-01-28,0.67
3,23.8,90.37,2021-01-29,0.67
3,23.8,90.37,2021-01-30,0.67
3,23.8,90.37,2021-01-31,0.66
3,23.8,90.37,2021-02-01,0.78
3,23.8,90.37,2021-02-02,0.81
3,23.8,90.37,2021-02-03,0.81
3,23.8,90.37,2021-02-04,0.81
3,23.8,90.37,2021-02-05,0.81
3,23.8,90.37,2021-02-06,0.81
3,23.8,90.37,2021-02-07,0.81
3,23.8,90.37,2021-02-08,0.81
3,23.8,90.37,2021-02-09,0.81
3,23.8,90.37,2021-02-10,0.81
3,23.8,90.37,2021-02-11,0.81
3,23.8,90.37,2021-02-12,0.81
3,23.8,90.37,2021-02-13,0.81
3,23.8,90.37,2021-02-14,0.81
3,23.8,90.37,2021-02-15,0.81
3,23.8,90.37,2021-02-16,0.81
3,23.8,90.37,2021-02-17,0.81
3,23.8,90.37,2021-02-18,0.81
3,23.8,90.37,2021-02-19,0.81
3,23.8,90.37,2021-02-20,0.81
3,23.8,90.37,2021-02-21,0.81
3,23.8,90.37,2021-02-22,0.81
3,23.8,90.37,2021-02-23,0.81
3,23.8,90.37,2021-02-24,0.81
3,23.8,90.37,2021-02-25,0.81
3,23.8,90.37,2021-02-26,0.81
3,23.8,90.37,2021-02-27,0.81
3,23.8,90.37,2021-02-28,0.81
3,23.8,90.37,2021-03-01,0.85
3,23.8,90.37,2021-03-02,0.87
3,23.8,90.37,2021-03-03,0.87
3,23.8,90.37,2021-03-04,0.87
3,23.8,90.37,2021-03-05,0.87
3,23.8,90.37,2021-03-06,0.87
3,23.8,90.37,2021-03-07,0.87
3,23.8,90.37,2021-03-08,0.87
3,23.8,90.37,2021-03-09,0.87
3,23.8,90.37,2021-03-10,0.87
